vad_frames,osd_frames,vcn_frames,total_frames,has_speech,has_overlap,has_voice_change,conv_idx,start_time,vad_ratio,osd_ratio,vcn_ratio
2936,20,9,3000,True,True,True,46,300.0,0.9786666666666667,0.006666666666666667,0.003
2612,20,10,3000,True,True,True,46,330.0,0.8706666666666667,0.006666666666666667,0.0033333333333333335
2606,0,7,3000,True,False,True,46,360.0,0.8686666666666667,0.0,0.0023333333333333335
2956,0,3,3000,True,False,True,46,390.0,0.9853333333333333,0.0,0.001
2898,0,6,3000,True,False,True,46,420.0,0.966,0.0,0.002
2772,68,16,3000,True,True,True,46,450.0,0.924,0.02266666666666667,0.005333333333333333
2732,68,15,3000,True,True,True,46,480.0,0.9106666666666666,0.02266666666666667,0.005
2726,0,8,3000,True,False,True,46,510.0,0.9086666666666666,0.0,0.0026666666666666666
2694,14,13,3000,True,True,True,46,540.0,0.898,0.004666666666666667,0.004333333333333333
2764,14,13,3000,True,True,True,46,570.0,0.9213333333333333,0.004666666666666667,0.004333333333333333
2866,0,6,3000,True,False,True,46,600.0,0.9553333333333334,0.0,0.002
2816,0,7,3000,True,False,True,46,630.0,0.9386666666666666,0.0,0.0023333333333333335
2848,0,7,3000,True,False,True,46,660.0,0.9493333333333334,0.0,0.0023333333333333335
2974,0,2,3000,True,False,True,46,690.0,0.9913333333333333,0.0,0.0006666666666666666
2788,368,13,3000,True,True,True,47,0.0,0.9293333333333333,0.12266666666666666,0.004333333333333333
2842,436,21,3000,True,True,True,47,30.0,0.9473333333333334,0.14533333333333334,0.007
2978,214,16,3000,True,True,True,47,60.0,0.9926666666666667,0.07133333333333333,0.005333333333333333
2980,146,7,3000,True,True,True,47,90.0,0.9933333333333333,0.048666666666666664,0.0023333333333333335
2796,0,6,3000,True,False,True,48,0.0,0.932,0.0,0.002
2668,0,9,3000,True,False,True,48,30.0,0.8893333333333333,0.0,0.003
2728,0,8,3000,True,False,True,48,60.0,0.9093333333333333,0.0,0.0026666666666666666
2852,192,15,3000,True,True,True,48,90.0,0.9506666666666667,0.064,0.005
2888,192,14,3000,True,True,True,48,120.0,0.9626666666666667,0.064,0.004666666666666667
2722,0,8,3000,True,False,True,48,150.0,0.9073333333333333,0.0,0.0026666666666666666
2576,0,11,3000,True,False,True,48,180.0,0.8586666666666667,0.0,0.0036666666666666666
2614,0,15,3000,True,False,True,48,210.0,0.8713333333333333,0.0,0.005
2630,0,14,3000,True,False,True,48,240.0,0.8766666666666667,0.0,0.004666666666666667
2730,0,11,3000,True,False,True,48,270.0,0.91,0.0,0.0036666666666666666
2818,0,11,3000,True,False,True,48,300.0,0.9393333333333334,0.0,0.0036666666666666666
2756,0,13,3000,True,False,True,48,330.0,0.9186666666666666,0.0,0.004333333333333333
2806,0,11,3000,True,False,True,48,360.0,0.9353333333333333,0.0,0.0036666666666666666
2778,0,10,3000,True,False,True,48,390.0,0.926,0.0,0.0033333333333333335
2628,0,15,3000,True,False,True,48,420.0,0.876,0.0,0.005
2618,0,13,3000,True,False,True,48,450.0,0.8726666666666667,0.0,0.004333333333333333
2890,92,12,3000,True,True,True,49,0.0,0.9633333333333334,0.030666666666666665,0.004
2738,78,15,3000,True,True,True,49,30.0,0.9126666666666666,0.026,0.005
2794,94,15,3000,True,True,True,49,60.0,0.9313333333333333,0.03133333333333333,0.005
2940,256,21,3000,True,True,True,49,90.0,0.98,0.08533333333333333,0.007
2966,216,20,3000,True,True,True,49,120.0,0.9886666666666667,0.072,0.006666666666666667
2310,0,5,3000,True,False,True,50,0.0,0.77,0.0,0.0016666666666666668
2534,0,7,3000,True,False,True,50,30.0,0.8446666666666667,0.0,0.0023333333333333335
2778,0,6,3000,True,False,True,50,60.0,0.926,0.0,0.002
2682,0,5,3000,True,False,True,50,90.0,0.894,0.0,0.0016666666666666668
2630,0,8,3000,True,False,True,50,120.0,0.8766666666666667,0.0,0.0026666666666666666
2666,0,6,3000,True,False,True,50,150.0,0.8886666666666667,0.0,0.002
2984,46,3,3000,True,True,True,51,0.0,0.9946666666666667,0.015333333333333332,0.001
3000,46,3,3000,True,True,True,51,30.0,1.0,0.015333333333333332,0.001
2982,10,5,3000,True,True,True,51,60.0,0.994,0.0033333333333333335,0.0016666666666666668
2944,10,6,3000,True,True,True,51,90.0,0.9813333333333333,0.0033333333333333335,0.002
2962,92,4,3000,True,True,True,51,120.0,0.9873333333333333,0.030666666666666665,0.0013333333333333333
3000,92,3,3000,True,True,True,51,150.0,1.0,0.030666666666666665,0.001
2994,0,2,3000,True,False,True,51,180.0,0.998,0.0,0.0006666666666666666
2994,54,5,3000,True,True,True,51,210.0,0.998,0.018,0.0016666666666666668
3000,124,7,3000,True,True,True,51,240.0,1.0,0.04133333333333333,0.0023333333333333335
2998,100,7,3000,True,True,True,51,270.0,0.9993333333333333,0.03333333333333333,0.0023333333333333335
2998,126,8,3000,True,True,True,51,300.0,0.9993333333333333,0.042,0.0026666666666666666
3000,96,5,3000,True,True,True,51,330.0,1.0,0.032,0.0016666666666666668
2994,0,2,3000,True,False,True,51,360.0,0.998,0.0,0.0006666666666666666
2994,128,10,3000,True,True,True,51,390.0,0.998,0.042666666666666665,0.0033333333333333335
3000,128,9,3000,True,True,True,51,420.0,1.0,0.042666666666666665,0.003
2996,88,8,3000,True,True,True,51,450.0,0.9986666666666667,0.029333333333333333,0.0026666666666666666
2996,88,9,3000,True,True,True,51,480.0,0.9986666666666667,0.029333333333333333,0.003
2974,36,5,3000,True,True,True,51,510.0,0.9913333333333333,0.012,0.0016666666666666668
2866,4,7,3000,True,True,True,52,0.0,0.9553333333333334,0.0013333333333333333,0.0023333333333333335
2828,104,10,3000,True,True,True,52,30.0,0.9426666666666667,0.034666666666666665,0.0033333333333333335
2828,154,13,3000,True,True,True,52,60.0,0.9426666666666667,0.051333333333333335,0.004333333333333333
2870,92,11,3000,True,True,True,52,90.0,0.9566666666666667,0.030666666666666665,0.0036666666666666666
2962,38,4,3000,True,True,True,52,120.0,0.9873333333333333,0.012666666666666666,0.0013333333333333333
2962,260,9,3000,True,True,True,52,150.0,0.9873333333333333,0.08666666666666667,0.003
3000,274,9,3000,True,True,True,52,180.0,1.0,0.09133333333333334,0.003
2976,106,7,3000,True,True,True,52,210.0,0.992,0.035333333333333335,0.0023333333333333335
2976,250,14,3000,True,True,True,52,240.0,0.992,0.08333333333333333,0.004666666666666667
2950,198,11,3000,True,True,True,52,270.0,0.9833333333333333,0.066,0.0036666666666666666
2950,40,3,3000,True,True,True,52,300.0,0.9833333333333333,0.013333333333333334,0.001
2930,110,6,3000,True,True,True,52,330.0,0.9766666666666667,0.03666666666666667,0.002
2810,156,12,3000,True,True,True,52,360.0,0.9366666666666666,0.052,0.004
2880,46,7,3000,True,True,True,52,390.0,0.96,0.015333333333333332,0.0023333333333333335
2976,182,11,3000,True,True,True,52,420.0,0.992,0.06066666666666667,0.0036666666666666666
2976,182,11,3000,True,True,True,52,450.0,0.992,0.06066666666666667,0.0036666666666666666
2964,0,2,3000,True,False,True,52,480.0,0.988,0.0,0.0006666666666666666
2928,100,5,3000,True,True,True,52,510.0,0.976,0.03333333333333333,0.0016666666666666668
2964,100,4,3000,True,True,True,52,540.0,0.988,0.03333333333333333,0.0013333333333333333
2992,0,3,3000,True,False,True,52,570.0,0.9973333333333333,0.0,0.001
2752,0,5,3000,True,False,True,53,0.0,0.9173333333333333,0.0,0.0016666666666666668
2954,0,4,3000,True,False,True,53,30.0,0.9846666666666667,0.0,0.0013333333333333333
2968,0,4,3000,True,False,True,53,60.0,0.9893333333333333,0.0,0.0013333333333333333
2678,0,5,3000,True,False,True,53,90.0,0.8926666666666667,0.0,0.0016666666666666668
2912,0,3,3000,True,False,True,54,0.0,0.9706666666666667,0.0,0.001
2792,0,7,3000,True,False,True,54,30.0,0.9306666666666666,0.0,0.0023333333333333335
2766,0,7,3000,True,False,True,54,60.0,0.922,0.0,0.0023333333333333335
2878,258,9,3000,True,True,True,54,90.0,0.9593333333333334,0.086,0.003
2984,474,12,3000,True,True,True,54,120.0,0.9946666666666667,0.158,0.004
2986,412,14,3000,True,True,True,54,150.0,0.9953333333333333,0.13733333333333334,0.004666666666666667
2842,338,21,3000,True,True,True,54,180.0,0.9473333333333334,0.11266666666666666,0.007
2850,230,16,3000,True,True,True,54,210.0,0.95,0.07666666666666666,0.005333333333333333
3000,88,4,3000,True,True,True,54,240.0,1.0,0.029333333333333333,0.0013333333333333333
3000,0,1,3000,True,False,True,54,270.0,1.0,0.0,0.0003333333333333333
2984,66,6,3000,True,True,True,54,300.0,0.9946666666666667,0.022,0.002
2984,94,10,3000,True,True,True,54,330.0,0.9946666666666667,0.03133333333333333,0.0033333333333333335
3000,228,11,3000,True,True,True,54,360.0,1.0,0.076,0.0036666666666666666
2982,238,10,3000,True,True,True,54,390.0,0.994,0.07933333333333334,0.0033333333333333335
2976,90,10,3000,True,True,True,54,420.0,0.992,0.03,0.0033333333333333335
2988,52,9,3000,True,True,True,54,450.0,0.996,0.017333333333333333,0.003
2994,16,5,3000,True,True,True,54,480.0,0.998,0.005333333333333333,0.0016666666666666668
2996,120,8,3000,True,True,True,54,510.0,0.9986666666666667,0.04,0.0026666666666666666
2928,0,2,3000,True,False,True,55,0.0,0.976,0.0,0.0006666666666666666
3000,0,1,3000,True,False,True,55,30.0,1.0,0.0,0.0003333333333333333
2996,0,2,3000,True,False,True,55,60.0,0.9986666666666667,0.0,0.0006666666666666666
2994,26,5,3000,True,True,True,55,90.0,0.998,0.008666666666666666,0.0016666666666666668
2898,0,2,3000,True,False,True,56,0.0,0.966,0.0,0.0006666666666666666
2590,0,9,3000,True,False,True,57,0.0,0.8633333333333333,0.0,0.003
2682,0,6,3000,True,False,True,57,30.0,0.894,0.0,0.002
2756,52,12,3000,True,True,True,57,60.0,0.9186666666666666,0.017333333333333333,0.004
2730,52,12,3000,True,True,True,57,90.0,0.91,0.017333333333333333,0.004
2842,42,7,3000,True,True,True,57,120.0,0.9473333333333334,0.014,0.0023333333333333335
2988,116,8,3000,True,True,True,57,150.0,0.996,0.03866666666666667,0.0026666666666666666
2886,604,12,3000,True,True,True,57,180.0,0.962,0.20133333333333334,0.004
2700,612,19,3000,True,True,True,57,210.0,0.9,0.204,0.006333333333333333
2814,82,12,3000,True,True,True,57,240.0,0.938,0.027333333333333334,0.004
3000,0,1,3000,True,False,True,57,270.0,1.0,0.0,0.0003333333333333333
2998,94,8,3000,True,True,True,57,300.0,0.9993333333333333,0.03133333333333333,0.0026666666666666666
2910,452,15,3000,True,True,True,57,330.0,0.97,0.15066666666666667,0.005
2894,744,28,3000,True,True,True,57,360.0,0.9646666666666667,0.248,0.009333333333333334
2982,660,37,3000,True,True,True,57,390.0,0.994,0.22,0.012333333333333333
2984,752,26,3000,True,True,True,57,420.0,0.9946666666666667,0.25066666666666665,0.008666666666666666
2912,1028,29,3000,True,True,True,57,450.0,0.9706666666666667,0.3426666666666667,0.009666666666666667
2816,960,41,3000,True,True,True,57,480.0,0.9386666666666666,0.32,0.013666666666666667
2806,712,36,3000,True,True,True,57,510.0,0.9353333333333333,0.23733333333333334,0.012
2918,374,22,3000,True,True,True,57,540.0,0.9726666666666667,0.12466666666666666,0.007333333333333333
2906,102,16,3000,True,True,True,57,570.0,0.9686666666666667,0.034,0.005333333333333333
2902,764,34,3000,True,True,True,58,0.0,0.9673333333333334,0.25466666666666665,0.011333333333333334
2898,700,43,3000,True,True,True,58,30.0,0.966,0.23333333333333334,0.014333333333333333
2916,406,29,3000,True,True,True,58,60.0,0.972,0.13533333333333333,0.009666666666666667
2956,324,20,3000,True,True,True,58,90.0,0.9853333333333333,0.108,0.006666666666666667
2950,208,12,3000,True,True,True,58,120.0,0.9833333333333333,0.06933333333333333,0.004
2912,334,8,3000,True,True,True,59,0.0,0.9706666666666667,0.11133333333333334,0.0026666666666666666
2810,698,20,3000,True,True,True,59,30.0,0.9366666666666666,0.23266666666666666,0.006666666666666667
2762,434,21,3000,True,True,True,59,60.0,0.9206666666666666,0.14466666666666667,0.007
2854,122,15,3000,True,True,True,59,90.0,0.9513333333333334,0.04066666666666666,0.005
2944,52,9,3000,True,True,True,59,120.0,0.9813333333333333,0.017333333333333333,0.003
2948,62,12,3000,True,True,True,59,150.0,0.9826666666666667,0.020666666666666667,0.004
2974,62,12,3000,True,True,True,59,180.0,0.9913333333333333,0.020666666666666667,0.004
2962,90,5,3000,True,True,True,59,210.0,0.9873333333333333,0.03,0.0016666666666666668
2964,102,6,3000,True,True,True,59,240.0,0.988,0.034,0.002
2930,12,5,3000,True,True,True,59,270.0,0.9766666666666667,0.004,0.0016666666666666668
2930,0,3,3000,True,False,True,59,300.0,0.9766666666666667,0.0,0.001
3000,0,1,3000,True,False,True,59,330.0,1.0,0.0,0.0003333333333333333
3000,0,1,3000,True,False,True,59,360.0,1.0,0.0,0.0003333333333333333
2998,62,6,3000,True,True,True,59,390.0,0.9993333333333333,0.020666666666666667,0.002
2996,62,8,3000,True,True,True,59,420.0,0.9986666666666667,0.020666666666666667,0.0026666666666666666
2938,60,11,3000,True,True,True,59,450.0,0.9793333333333333,0.02,0.0036666666666666666
2938,60,10,3000,True,True,True,59,480.0,0.9793333333333333,0.02,0.0033333333333333335
2954,84,9,3000,True,True,True,60,0.0,0.9846666666666667,0.028,0.003
2862,112,13,3000,True,True,True,60,30.0,0.954,0.037333333333333336,0.004333333333333333
2862,28,7,3000,True,True,True,60,60.0,0.954,0.009333333333333334,0.0023333333333333335
2998,34,7,3000,True,True,True,61,0.0,0.9993333333333333,0.011333333333333334,0.0023333333333333335
2988,190,16,3000,True,True,True,61,30.0,0.996,0.06333333333333334,0.005333333333333333
2988,230,17,3000,True,True,True,61,60.0,0.996,0.07666666666666666,0.005666666666666667
3000,138,10,3000,True,True,True,61,90.0,1.0,0.046,0.0033333333333333335
3000,310,19,3000,True,True,True,61,120.0,1.0,0.10333333333333333,0.006333333333333333
3000,320,17,3000,True,True,True,61,150.0,1.0,0.10666666666666667,0.005666666666666667
3000,558,10,3000,True,True,True,61,180.0,1.0,0.186,0.0033333333333333335
2970,1056,15,3000,True,True,True,61,210.0,0.99,0.352,0.005
2970,1192,15,3000,True,True,True,61,240.0,0.99,0.3973333333333333,0.005
2984,874,25,3000,True,True,True,61,270.0,0.9946666666666667,0.29133333333333333,0.008333333333333333
2984,264,19,3000,True,True,True,61,300.0,0.9946666666666667,0.088,0.006333333333333333
2994,458,18,3000,True,True,True,61,330.0,0.998,0.15266666666666667,0.006
2986,546,22,3000,True,True,True,61,360.0,0.9953333333333333,0.182,0.007333333333333333
2886,0,2,3000,True,False,True,62,0.0,0.962,0.0,0.0006666666666666666
2990,0,2,3000,True,False,True,62,30.0,0.9966666666666667,0.0,0.0006666666666666666
2904,0,3,3000,True,False,True,62,60.0,0.968,0.0,0.001
2868,112,5,3000,True,True,True,62,90.0,0.956,0.037333333333333336,0.0016666666666666668
2954,112,5,3000,True,True,True,62,120.0,0.9846666666666667,0.037333333333333336,0.0016666666666666668
2898,0,4,3000,True,False,True,62,150.0,0.966,0.0,0.0013333333333333333
2794,0,6,3000,True,False,True,62,180.0,0.9313333333333333,0.0,0.002
2896,0,5,3000,True,False,True,62,210.0,0.9653333333333334,0.0,0.0016666666666666668
2894,0,3,3000,True,False,True,62,240.0,0.9646666666666667,0.0,0.001
2694,0,6,3000,True,False,True,62,270.0,0.898,0.0,0.002
2668,0,7,3000,True,False,True,62,300.0,0.8893333333333333,0.0,0.0023333333333333335
2854,0,5,3000,True,False,True,62,330.0,0.9513333333333334,0.0,0.0016666666666666668
2938,52,13,3000,True,True,True,62,360.0,0.9793333333333333,0.017333333333333333,0.004333333333333333
2838,52,13,3000,True,True,True,62,390.0,0.946,0.017333333333333333,0.004333333333333333
2882,0,5,3000,True,False,True,62,420.0,0.9606666666666667,0.0,0.0016666666666666668
2908,0,5,3000,True,False,True,62,450.0,0.9693333333333334,0.0,0.0016666666666666668
2774,82,8,3000,True,True,True,62,480.0,0.9246666666666666,0.027333333333333334,0.0026666666666666666
2748,82,8,3000,True,True,True,62,510.0,0.916,0.027333333333333334,0.0026666666666666666
2842,394,12,3000,True,True,True,62,540.0,0.9473333333333334,0.13133333333333333,0.004
2868,394,12,3000,True,True,True,62,570.0,0.956,0.13133333333333333,0.004
2634,74,19,3000,True,True,True,63,0.0,0.878,0.024666666666666667,0.006333333333333333
2966,26,16,3000,True,True,True,63,30.0,0.9886666666666667,0.008666666666666666,0.005333333333333333
2958,94,18,3000,True,True,True,63,60.0,0.986,0.03133333333333333,0.006
2812,114,19,3000,True,True,True,63,90.0,0.9373333333333334,0.038,0.006333333333333333
2720,70,14,3000,True,True,True,63,120.0,0.9066666666666666,0.023333333333333334,0.004666666666666667
2418,110,26,3000,True,True,True,63,150.0,0.806,0.03666666666666667,0.008666666666666666
2802,0,4,3000,True,False,True,64,0.0,0.934,0.0,0.0013333333333333333
2904,16,5,3000,True,True,True,64,30.0,0.968,0.005333333333333333,0.0016666666666666668
2872,16,5,3000,True,True,True,64,60.0,0.9573333333333334,0.005333333333333333,0.0016666666666666668
2872,0,3,3000,True,False,True,64,90.0,0.9573333333333334,0.0,0.001
2038,38,15,3000,True,True,True,65,0.0,0.6793333333333333,0.012666666666666666,0.005
2774,46,19,3000,True,True,True,65,30.0,0.9246666666666666,0.015333333333333332,0.006333333333333333
2882,64,14,3000,True,True,True,65,60.0,0.9606666666666667,0.021333333333333333,0.004666666666666667
2952,216,21,3000,True,True,True,65,90.0,0.984,0.072,0.007
2898,196,23,3000,True,True,True,65,120.0,0.966,0.06533333333333333,0.007666666666666666
2854,64,14,3000,True,True,True,65,150.0,0.9513333333333334,0.021333333333333333,0.004666666666666667
2926,126,17,3000,True,True,True,65,180.0,0.9753333333333334,0.042,0.005666666666666667
2902,122,18,3000,True,True,True,65,210.0,0.9673333333333334,0.04066666666666666,0.006
2806,24,13,3000,True,True,True,65,240.0,0.9353333333333333,0.008,0.004333333333333333
2542,0,13,3000,True,False,True,65,270.0,0.8473333333333334,0.0,0.004333333333333333
2552,38,18,3000,True,True,True,65,300.0,0.8506666666666667,0.012666666666666666,0.006
2806,56,22,3000,True,True,True,65,330.0,0.9353333333333333,0.018666666666666668,0.007333333333333333
2758,70,27,3000,True,True,True,65,360.0,0.9193333333333333,0.023333333333333334,0.009
2764,52,21,3000,True,True,True,65,390.0,0.9213333333333333,0.017333333333333333,0.007
2426,20,17,3000,True,True,True,65,420.0,0.8086666666666666,0.006666666666666667,0.005666666666666667
2112,34,23,3000,True,True,True,65,450.0,0.704,0.011333333333333334,0.007666666666666666
2460,48,22,3000,True,True,True,65,480.0,0.82,0.016,0.007333333333333333
2768,34,16,3000,True,True,True,65,510.0,0.9226666666666666,0.011333333333333334,0.005333333333333333
2780,0,12,3000,True,False,True,65,540.0,0.9266666666666666,0.0,0.004
2842,0,10,3000,True,False,True,65,570.0,0.9473333333333334,0.0,0.0033333333333333335
2766,0,10,3000,True,False,True,65,600.0,0.922,0.0,0.0033333333333333335
2672,62,17,3000,True,True,True,65,630.0,0.8906666666666667,0.020666666666666667,0.005666666666666667
2554,76,16,3000,True,True,True,65,660.0,0.8513333333333334,0.025333333333333333,0.005333333333333333
2644,14,11,3000,True,True,True,65,690.0,0.8813333333333333,0.004666666666666667,0.0036666666666666666
2794,104,18,3000,True,True,True,65,720.0,0.9313333333333333,0.034666666666666665,0.006
2530,154,28,3000,True,True,True,65,750.0,0.8433333333333334,0.051333333333333335,0.009333333333333334
2636,164,28,3000,True,True,True,65,780.0,0.8786666666666667,0.05466666666666667,0.009333333333333334
2822,122,24,3000,True,True,True,65,810.0,0.9406666666666667,0.04066666666666666,0.008
2690,8,16,3000,True,True,True,65,840.0,0.8966666666666666,0.0026666666666666666,0.005333333333333333
2698,0,9,3000,True,False,True,65,870.0,0.8993333333333333,0.0,0.003
2808,0,7,3000,True,False,True,65,900.0,0.936,0.0,0.0023333333333333335
2766,0,10,3000,True,False,True,65,930.0,0.922,0.0,0.0033333333333333335
2536,60,10,3000,True,True,True,66,0.0,0.8453333333333334,0.02,0.0033333333333333335
2790,0,9,3000,True,False,True,66,30.0,0.93,0.0,0.003
2598,0,11,3000,True,False,True,66,60.0,0.866,0.0,0.0036666666666666666
2428,0,5,3000,True,False,True,67,0.0,0.8093333333333333,0.0,0.0016666666666666668
2206,0,6,3000,True,False,True,67,30.0,0.7353333333333333,0.0,0.002
1760,0,8,3000,True,False,True,68,0.0,0.5866666666666667,0.0,0.0026666666666666666
2376,0,13,3000,True,False,True,68,30.0,0.792,0.0,0.004333333333333333
2126,0,12,3000,True,False,True,68,60.0,0.7086666666666667,0.0,0.004
2048,0,10,3000,True,False,True,68,90.0,0.6826666666666666,0.0,0.0033333333333333335
2364,0,10,3000,True,False,True,68,120.0,0.788,0.0,0.0033333333333333335
2480,0,10,3000,True,False,True,68,150.0,0.8266666666666667,0.0,0.0033333333333333335
2476,0,14,3000,True,False,True,68,180.0,0.8253333333333334,0.0,0.004666666666666667
2340,0,14,3000,True,False,True,68,210.0,0.78,0.0,0.004666666666666667
2548,0,5,3000,True,False,True,70,0.0,0.8493333333333334,0.0,0.0016666666666666668
2786,0,5,3000,True,False,True,70,30.0,0.9286666666666666,0.0,0.0016666666666666668
2930,0,3,3000,True,False,True,70,60.0,0.9766666666666667,0.0,0.001
2960,0,2,3000,True,False,True,70,90.0,0.9866666666666667,0.0,0.0006666666666666666
2964,200,5,3000,True,True,True,70,120.0,0.988,0.06666666666666667,0.0016666666666666668
3000,200,5,3000,True,True,True,70,150.0,1.0,0.06666666666666667,0.0016666666666666668
2994,0,3,3000,True,False,True,70,180.0,0.998,0.0,0.001
2844,0,5,3000,True,False,True,70,210.0,0.948,0.0,0.0016666666666666668
2850,0,3,3000,True,False,True,70,240.0,0.95,0.0,0.001
2992,0,2,3000,True,False,True,70,270.0,0.9973333333333333,0.0,0.0006666666666666666
2990,138,9,3000,True,True,True,70,300.0,0.9966666666666667,0.046,0.003
2998,138,8,3000,True,True,True,70,330.0,0.9993333333333333,0.046,0.0026666666666666666
3000,260,5,3000,True,True,True,70,360.0,1.0,0.08666666666666667,0.0016666666666666668
2910,260,6,3000,True,True,True,70,390.0,0.97,0.08666666666666667,0.002
2898,0,6,3000,True,False,True,70,420.0,0.966,0.0,0.002
2962,20,7,3000,True,True,True,70,450.0,0.9873333333333333,0.006666666666666667,0.0023333333333333335
2960,20,5,3000,True,True,True,70,480.0,0.9866666666666667,0.006666666666666667,0.0016666666666666668
2962,30,5,3000,True,True,True,70,510.0,0.9873333333333333,0.01,0.0016666666666666668
2976,30,4,3000,True,True,True,70,540.0,0.992,0.01,0.0013333333333333333
2968,0,4,3000,True,False,True,70,570.0,0.9893333333333333,0.0,0.0013333333333333333
2928,192,8,3000,True,True,True,70,600.0,0.976,0.064,0.0026666666666666666
2960,192,5,3000,True,True,True,70,630.0,0.9866666666666667,0.064,0.0016666666666666668
2914,96,10,3000,True,True,True,70,660.0,0.9713333333333334,0.032,0.0033333333333333335
2778,96,12,3000,True,True,True,70,690.0,0.926,0.032,0.004
2858,0,4,3000,True,False,True,70,720.0,0.9526666666666667,0.0,0.0013333333333333333
2994,38,4,3000,True,True,True,70,750.0,0.998,0.012666666666666666,0.0013333333333333333
2954,38,5,3000,True,True,True,70,780.0,0.9846666666666667,0.012666666666666666,0.0016666666666666668
2944,0,5,3000,True,False,True,70,810.0,0.9813333333333333,0.0,0.0016666666666666668
2950,170,9,3000,True,True,True,70,840.0,0.9833333333333333,0.056666666666666664,0.003
2910,204,11,3000,True,True,True,70,870.0,0.97,0.068,0.0036666666666666666
2496,34,8,3000,True,True,True,70,900.0,0.832,0.011333333333333334,0.0026666666666666666
2996,176,4,3000,True,True,True,71,0.0,0.9986666666666667,0.058666666666666666,0.0013333333333333333
2996,560,16,3000,True,True,True,71,30.0,0.9986666666666667,0.18666666666666668,0.005333333333333333
3000,1290,27,3000,True,True,True,71,60.0,1.0,0.43,0.009
2966,1374,34,3000,True,True,True,71,90.0,0.9886666666666667,0.458,0.011333333333333334
2966,1466,41,3000,True,True,True,71,120.0,0.9886666666666667,0.4886666666666667,0.013666666666666667
2974,1780,36,3000,True,True,True,71,150.0,0.9913333333333333,0.5933333333333334,0.012
2960,1368,39,3000,True,True,True,71,180.0,0.9866666666666667,0.456,0.013
2986,1042,39,3000,True,True,True,71,210.0,0.9953333333333333,0.3473333333333333,0.013
3000,1204,29,3000,True,True,True,71,240.0,1.0,0.4013333333333333,0.009666666666666667
2054,0,10,3000,True,False,True,72,0.0,0.6846666666666666,0.0,0.0033333333333333335
2232,0,8,3000,True,False,True,72,30.0,0.744,0.0,0.0026666666666666666
2848,0,6,3000,True,False,True,72,60.0,0.9493333333333334,0.0,0.002
2676,72,13,3000,True,True,True,74,0.0,0.892,0.024,0.004333333333333333
2668,30,10,3000,True,True,True,74,30.0,0.8893333333333333,0.01,0.0033333333333333335
2790,26,8,3000,True,True,True,74,60.0,0.93,0.008666666666666666,0.0026666666666666666
2914,26,6,3000,True,True,True,74,90.0,0.9713333333333334,0.008666666666666666,0.002
2878,0,5,3000,True,False,True,74,120.0,0.9593333333333334,0.0,0.0016666666666666668
2816,136,11,3000,True,True,True,74,150.0,0.9386666666666666,0.04533333333333334,0.0036666666666666666
2714,136,12,3000,True,True,True,74,180.0,0.9046666666666666,0.04533333333333334,0.004
2762,0,5,3000,True,False,True,74,210.0,0.9206666666666666,0.0,0.0016666666666666668
2842,0,4,3000,True,False,True,74,240.0,0.9473333333333334,0.0,0.0013333333333333333
2808,2,6,3000,True,True,True,74,270.0,0.936,0.0006666666666666666,0.002
2372,0,6,3000,True,False,True,75,0.0,0.7906666666666666,0.0,0.002
2604,0,12,3000,True,False,True,75,30.0,0.868,0.0,0.004
2562,0,13,3000,True,False,True,75,60.0,0.854,0.0,0.004333333333333333
2122,0,7,3000,True,False,True,76,0.0,0.7073333333333334,0.0,0.0023333333333333335
2310,0,14,3000,True,False,True,76,30.0,0.77,0.0,0.004666666666666667
2146,8,20,3000,True,True,True,76,60.0,0.7153333333333334,0.0026666666666666666,0.006666666666666667
1808,10,17,3000,True,True,True,76,90.0,0.6026666666666667,0.0033333333333333335,0.005666666666666667
1646,2,11,3000,True,True,True,76,120.0,0.5486666666666666,0.0006666666666666666,0.0036666666666666666
1894,2,9,3000,True,True,True,76,150.0,0.6313333333333333,0.0006666666666666666,0.003
1994,2,9,3000,True,True,True,76,180.0,0.6646666666666666,0.0006666666666666666,0.003
1690,2,12,3000,True,True,True,76,210.0,0.5633333333333334,0.0006666666666666666,0.004
1408,2,13,3000,True,True,True,76,240.0,0.4693333333333333,0.0006666666666666666,0.004333333333333333
1514,0,11,3000,True,False,True,76,270.0,0.5046666666666667,0.0,0.0036666666666666666
1648,0,10,3000,True,False,True,76,300.0,0.5493333333333333,0.0,0.0033333333333333335
1734,0,10,3000,True,False,True,76,330.0,0.578,0.0,0.0033333333333333335
2764,76,19,3000,True,True,True,77,0.0,0.9213333333333333,0.025333333333333333,0.006333333333333333
2870,154,15,3000,True,True,True,77,30.0,0.9566666666666667,0.051333333333333335,0.005
2450,84,12,3000,True,True,True,77,60.0,0.8166666666666667,0.028,0.004
2998,0,2,3000,True,False,True,78,0.0,0.9993333333333333,0.0,0.0006666666666666666
2976,0,4,3000,True,False,True,78,30.0,0.992,0.0,0.0013333333333333333
2962,0,3,3000,True,False,True,79,0.0,0.9873333333333333,0.0,0.001
2982,0,2,3000,True,False,True,79,30.0,0.994,0.0,0.0006666666666666666
2934,28,7,3000,True,True,True,79,60.0,0.978,0.009333333333333334,0.0023333333333333335
2934,28,7,3000,True,True,True,79,90.0,0.978,0.009333333333333334,0.0023333333333333335
